web-scraper-order,web-scraper-start-url,newpage,team,matchup,date,winloss,min,pts,fgm,fga,fgpercent,3pm,3pa,3ppercent,ftm,fta,ftpercent,oreb,dreb,reb,ast,stl,blk,tov,pfidk,plusminus
"1710880555-1117","https://www.nba.com/stats/teams/boxscores","","PHX","PHX vs. CHA","12/29/2023","W","240","133","46","74","62.2","18","30","60.0","23","24","95.8","6","33","39","34","3","11","15","14","14"
"1710880555-1118","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ PHX","12/29/2023","L","240","119","44","92","47.8","23","46","50.0","8","8","100","8","18","26","32","5","3","6","17","-14"
"1710880555-1119","https://www.nba.com/stats/teams/boxscores","","POR","POR vs. SAS","12/29/2023","W","240","134","48","95","50.5","16","27","59.3","22","27","81.5","16","27","43","28","8","6","14","19","6"
"1710880555-1120","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ POR","12/29/2023","L","240","128","48","94","51.1","14","33","42.4","18","25","72.0","13","29","42","31","9","3","14","19","-6"
"1710880555-1121","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ LAC","12/29/2023","L","240","106","38","87","43.7","13","40","32.5","17","20","85.0","3","30","33","29","10","4","12","22","-11"
"1710880555-1122","https://www.nba.com/stats/teams/boxscores","","LAC","LAC vs. MEM","12/29/2023","W","240","117","43","87","49.4","11","39","28.2","20","25","80.0","11","43","54","28","3","6","18","19","11"
"1710880555-1123","https://www.nba.com/stats/teams/boxscores","","BOS","BOS vs. DET","12/28/2023","W","265","128","48","99","48.5","11","39","28.2","21","25","84.0","11","32","43","25","10","4","12","15","6"
"1710880555-1124","https://www.nba.com/stats/teams/boxscores","","DET","DET @ BOS","12/28/2023","L","265","122","48","101","47.5","14","43","32.6","12","19","63.2","19","38","57","27","7","4","19","21","-6"
"1710880555-1125","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. UTA","12/28/2023","W","240","112","45","82","54.9","10","27","37.0","12","15","80.0","6","29","35","27","10","7","15","19","7"
"1710880555-1126","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ NOP","12/28/2023","L","240","105","36","85","42.4","12","39","30.8","21","25","84.0","17","25","42","27","5","3","19","15","-7"
"1710880555-1127","https://www.nba.com/stats/teams/boxscores","","CHI","CHI vs. IND","12/28/2023","L","240","104","40","97","41.2","7","27","25.9","17","22","77.3","13","34","47","19","7","4","8","20","-16"
"1710880555-1128","https://www.nba.com/stats/teams/boxscores","","IND","IND @ CHI","12/28/2023","W","240","120","43","85","50.6","19","42","45.2","15","22","68.2","6","41","47","30","6","9","14","21","16"
"1710880555-1129","https://www.nba.com/stats/teams/boxscores","","MIN","MIN vs. DAL","12/28/2023","W","240","118","38","74","51.4","17","33","51.5","25","34","73.5","6","32","38","23","9","10","22","21","8"
"1710880555-1130","https://www.nba.com/stats/teams/boxscores","","DAL","DAL @ MIN","12/28/2023","L","240","110","40","90","44.4","14","33","42.4","16","19","84.2","13","26","39","29","9","3","18","27","-8"
"1710880555-1131","https://www.nba.com/stats/teams/boxscores","","POR","POR vs. SAS","12/28/2023","L","240","105","35","101","34.7","11","36","30.6","24","32","75.0","22","35","57","16","6","4","13","22","-13"
"1710880555-1132","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ POR","12/28/2023","W","240","118","41","85","48.2","10","36","27.8","26","28","92.9","7","35","42","33","9","10","11","20","13"
"1710880555-1133","https://www.nba.com/stats/teams/boxscores","","MIA","MIA @ GSW","12/28/2023","W","240","114","44","91","48.4","10","31","32.3","16","22","72.7","10","34","44","26","6","1","10","19","12"
"1710880555-1134","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. MIA","12/28/2023","L","240","102","37","88","42.0","8","33","24.2","20","25","80.0","12","31","43","27","4","7","13","19","-12"
"1710880555-1135","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. MEM","12/28/2023","W","240","142","55","96","57.3","20","41","48.8","12","14","85.7","12","41","53","43","6","7","12","19","37"
"1710880555-1136","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ DEN","12/28/2023","L","240","105","37","89","41.6","13","35","37.1","18","25","72.0","11","25","36","23","8","5","11","13","-37"
"1710880555-1137","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ LAL","12/28/2023","L","240","112","40","85","47.1","15","33","45.5","17","28","60.7","8","35","43","29","5","5","19","14","-21"
"1710880555-1138","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. CHA","12/28/2023","W","240","133","52","97","53.6","15","30","50.0","14","14","100","5","37","42","41","11","7","11","21","21"
"1710880555-1139","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. MIL","12/27/2023","L","240","122","45","101","44.6","7","32","21.9","25","29","86.2","17","30","47","29","7","2","9","17","-22"
"1710880555-1140","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ BKN","12/27/2023","W","240","144","52","89","58.4","23","51","45.1","17","23","73.9","8","33","41","41","6","8","10","18","22"
"1710880555-1141","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. CLE","12/27/2023","L","240","110","39","88","44.3","10","37","27.0","22","26","84.6","7","30","37","21","12","7","10","21","-3"
"1710880555-1142","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ DAL","12/27/2023","W","240","113","40","92","43.5","17","43","39.5","16","23","69.6","18","39","57","33","7","4","16","21","3"
"1710880555-1143","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ HOU","12/27/2023","W","240","129","47","82","57.3","14","33","42.4","21","26","80.8","8","36","44","28","4","11","19","17","16"
"1710880555-1144","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. PHX","12/27/2023","L","240","113","40","96","41.7","17","41","41.5","16","22","72.7","9","24","33","20","11","3","10","21","-16"
"1710880555-1145","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. NYK","12/27/2023","W","240","129","49","90","54.4","14","32","43.8","17","22","77.3","3","24","27","20","6","10","4","21","9"
"1710880555-1146","https://www.nba.com/stats/teams/boxscores","","NYK","NYK @ OKC","12/27/2023","L","240","120","41","82","50.0","14","34","41.2","24","30","80.0","9","31","40","24","2","2","18","21","-9"
"1710880555-1147","https://www.nba.com/stats/teams/boxscores","","PHI","PHI @ ORL","12/27/2023","W","240","112","45","96","46.9","10","28","35.7","12","17","70.6","12","36","48","14","10","8","10","19","20"
"1710880555-1148","https://www.nba.com/stats/teams/boxscores","","ORL","ORL vs. PHI","12/27/2023","L","240","92","31","79","39.2","9","33","27.3","21","24","87.5","9","34","43","17","5","11","16","18","-20"
"1710880555-1149","https://www.nba.com/stats/teams/boxscores","","WAS","WAS vs. TOR","12/27/2023","L","240","102","42","90","46.7","8","33","24.2","10","15","66.7","10","24","34","25","11","3","17","17","-30"
"1710880555-1150","https://www.nba.com/stats/teams/boxscores","","TOR","TOR @ WAS","12/27/2023","W","240","132","52","91","57.1","15","38","39.5","13","19","68.4","14","39","53","43","12","5","20","18","30"
"1710880555-1151","https://www.nba.com/stats/teams/boxscores","","BKN","BKN @ DET","12/26/2023","W","240","118","41","82","50.0","9","22","40.9","27","43","62.8","7","35","42","22","6","7","9","22","6"
"1710880555-1152","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. BKN","12/26/2023","L","240","112","40","90","44.4","9","25","36.0","23","32","71.9","16","36","52","20","6","4","14","27","-6"
"1710880555-1153","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ SAS","12/26/2023","W","240","130","47","95","49.5","16","43","37.2","20","22","90.9","13","40","53","34","4","7","14","21","12"
"1710880555-1154","https://www.nba.com/stats/teams/boxscores","","SAS","SAS vs. UTA","12/26/2023","L","240","118","44","98","44.9","16","35","45.7","14","21","66.7","13","30","43","36","8","8","9","18","-12"
"1710880555-1155","https://www.nba.com/stats/teams/boxscores","","WAS","WAS vs. ORL","12/26/2023","L","240","119","43","87","49.4","16","42","38.1","17","21","81.0","10","37","47","27","10","8","20","21","-8"
"1710880555-1156","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ WAS","12/26/2023","W","240","127","49","93","52.7","12","26","46.2","17","25","68.0","7","33","40","30","11","5","16","16","8"
"1710880555-1157","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ LAC","12/26/2023","L","240","104","43","93","46.2","6","29","20.7","12","16","75.0","8","34","42","31","8","6","11","23","-9"
"1710880555-1158","https://www.nba.com/stats/teams/boxscores","","LAC","LAC vs. CHA","12/26/2023","W","240","113","40","85","47.1","14","34","41.2","19","25","76.0","11","34","45","24","7","3","13","14","9"
"1710880555-1159","https://www.nba.com/stats/teams/boxscores","","IND","IND @ HOU","12/26/2023","W","240","123","43","82","52.4","19","43","44.2","18","21","85.7","10","35","45","28","5","7","20","22","6"
"1710880555-1160","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. IND","12/26/2023","L","240","117","47","97","48.5","5","24","20.8","18","22","81.8","15","29","44","19","15","2","11","16","-6"
"1710880555-1161","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ NOP","12/26/2023","W","265","116","39","90","43.3","11","46","23.9","27","32","84.4","8","42","50","24","10","17","18","24","1"
"1710880555-1162","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. MEM","12/26/2023","L","265","115","42","97","43.3","10","31","32.3","21","33","63.6","10","36","46","18","12","6","15","26","-1"
"1710880555-1163","https://www.nba.com/stats/teams/boxscores","","POR","POR vs. SAC","12/26/2023","W","240","130","49","98","50.0","16","40","40.0","16","20","80.0","16","30","46","28","5","5","10","17","17"
"1710880555-1164","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ POR","12/26/2023","L","240","113","45","93","48.4","10","42","23.8","13","16","81.3","11","29","40","25","5","7","12","16","-17"
"1710880555-1165","https://www.nba.com/stats/teams/boxscores","","ATL","ATL @ CHI","12/26/2023","L","240","113","41","89","46.1","13","45","28.9","18","21","85.7","12","28","40","24","6","3","16","21","-5"
"1710880555-1166","https://www.nba.com/stats/teams/boxscores","","CHI","CHI vs. ATL","12/26/2023","W","240","118","42","92","45.7","7","25","28.0","27","31","87.1","18","30","48","23","10","2","10","17","5"
"1710880555-1167","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. MIN","12/26/2023","W","240","129","49","81","60.5","18","39","46.2","13","16","81.3","3","26","29","35","9","7","15","24","23"
"1710880555-1168","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ OKC","12/26/2023","L","240","106","34","73","46.6","12","27","44.4","26","32","81.3","8","26","34","22","8","1","24","16","-23"
"1710880555-1169","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. MIL","12/25/2023","W","240","129","50","92","54.3","8","26","30.8","21","26","80.8","7","34","41","27","7","4","12","18","7"
"1710880555-1170","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ NYK","12/25/2023","L","240","122","45","95","47.4","13","42","31.0","19","24","79.2","17","27","44","26","7","4","11","23","-7"
"1710880555-1171","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. GSW","12/25/2023","W","240","120","40","82","48.8","14","34","41.2","26","32","81.3","10","33","43","25","6","4","14","17","6"
"1710880555-1172","https://www.nba.com/stats/teams/boxscores","","GSW","GSW @ DEN","12/25/2023","L","240","114","40","87","46.0","14","40","35.0","20","23","87.0","9","30","39","23","7","3","13","23","-6"
"1710880555-1173","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. BOS","12/25/2023","L","240","115","43","90","47.8","13","32","40.6","16","21","76.2","13","30","43","24","4","1","12","19","-11"
"1710880555-1174","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ LAL","12/25/2023","W","240","126","46","91","50.5","13","42","31.0","21","28","75.0","11","33","44","31","8","7","8","17","11"
"1710880555-1175","https://www.nba.com/stats/teams/boxscores","","PHI","PHI @ MIA","12/25/2023","L","240","113","40","94","42.6","17","45","37.8","16","25","64.0","5","31","36","23","11","4","8","22","-6"
"1710880555-1176","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. PHI","12/25/2023","W","240","119","40","84","47.6","12","32","37.5","27","35","77.1","13","43","56","27","5","7","14","17","6"
"1710880555-1177","https://www.nba.com/stats/teams/boxscores","","DAL","DAL @ PHX","12/25/2023","W","240","128","45","84","53.6","16","44","36.4","22","30","73.3","8","30","38","28","7","6","11","20","14"
"1710880555-1178","https://www.nba.com/stats/teams/boxscores","","PHX","PHX vs. DAL","12/25/2023","L","240","114","40","90","44.4","14","41","34.1","20","25","80.0","14","33","47","28","5","2","16","21","-14"
"1710880555-1179","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ NYK","12/23/2023","W","240","130","48","91","52.7","16","32","50.0","18","23","78.3","12","41","53","25","4","2","14","22","19"
"1710880555-1180","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. MIL","12/23/2023","L","240","111","41","93","44.1","9","29","31.0","20","21","95.2","11","30","41","17","5","2","11","22","-19"
"1710880555-1181","https://www.nba.com/stats/teams/boxscores","","LAC","LAC vs. BOS","12/23/2023","L","240","108","41","89","46.1","11","34","32.4","15","15","100","9","25","34","25","4","4","11","24","-37"
"1710880555-1182","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ LAC","12/23/2023","W","240","145","49","94","52.1","25","53","47.2","22","28","78.6","15","36","51","33","4","5","10","19","37"
"1710880555-1183","https://www.nba.com/stats/teams/boxscores","","CHA","CHA vs. DEN","12/23/2023","L","240","95","34","88","38.6","8","28","28.6","19","23","82.6","13","34","47","23","8","11","18","15","-7"
"1710880555-1184","https://www.nba.com/stats/teams/boxscores","","DEN","DEN @ CHA","12/23/2023","W","240","102","39","90","43.3","12","30","40.0","12","14","85.7","12","36","48","25","11","13","17","21","7"
"1710880555-1185","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ IND","12/23/2023","W","240","117","39","73","53.4","6","18","33.3","33","41","80.5","10","29","39","22","9","5","15","18","7"
"1710880555-1186","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. ORL","12/23/2023","L","240","110","43","82","52.4","15","34","44.1","9","13","69.2","7","26","33","27","7","6","15","30","-7"
"1710880555-1187","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. HOU","12/23/2023","L","240","104","38","82","46.3","8","31","25.8","20","29","69.0","13","33","46","21","9","7","16","22","-2"
"1710880555-1188","https://www.nba.com/stats/teams/boxscores","","HOU","HOU @ NOP","12/23/2023","W","240","106","35","82","42.7","9","29","31.0","27","35","77.1","13","31","44","21","9","2","12","20","2"
"1710880555-1189","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ TOR","12/23/2023","W","240","126","48","91","52.7","17","38","44.7","13","14","92.9","8","33","41","35","7","5","12","17","7"
"1710880555-1190","https://www.nba.com/stats/teams/boxscores","","TOR","TOR vs. UTA","12/23/2023","L","240","119","45","94","47.9","13","32","40.6","16","19","84.2","12","27","39","35","7","5","11","17","-7"
"1710880555-1191","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. DET","12/23/2023","W","240","126","45","86","52.3","10","24","41.7","26","32","81.3","7","31","38","32","10","3","12","22","11"
"1710880555-1192","https://www.nba.com/stats/teams/boxscores","","DET","DET @ BKN","12/23/2023","L","240","115","39","79","49.4","15","35","42.9","22","29","75.9","6","30","36","26","5","3","14","25","-11"
"1710880555-1193","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ ATL","12/23/2023","W","240","125","50","97","51.5","11","33","33.3","14","22","63.6","15","36","51","29","6","7","12","16","6"
"1710880555-1194","https://www.nba.com/stats/teams/boxscores","","ATL","ATL vs. MEM","12/23/2023","L","240","119","45","96","46.9","13","43","30.2","16","20","80.0","13","28","41","28","8","5","11","22","-6"
"1710880555-1195","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ CHI","12/23/2023","W","240","109","39","88","44.3","12","45","26.7","19","26","73.1","15","33","48","28","7","4","13","16","14"
